task_id,condition,actual_success,declared_success,is_false_completion,is_verified,attempts_used,tokens,cost_usd
CONF-014,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,13960,0.018
CONF-015,Condition A (Baseline 1-shot),False,True,True,False,1,13358,0.0178
CONF-015,Condition B (Baseline + 3 Retries),True,True,False,True,1,13037,0.0174
CONF-015,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,13957,0.0186
CONF-015,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,2,27817,0.036
CONF-016,Condition A (Baseline 1-shot),True,True,False,True,1,24046,0.0401
CONF-016,Condition B (Baseline + 3 Retries),False,True,True,False,2,55286,0.0921
CONF-016,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,27452,0.0458
CONF-016,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,2,54812,0.09
CONF-017,Condition A (Baseline 1-shot),True,True,False,True,1,26252,0.0438
CONF-017,Condition B (Baseline + 3 Retries),False,True,True,False,1,25595,0.0427
CONF-017,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,27454,0.0458
CONF-017,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,3,82174,0.135
CONF-018,Condition A (Baseline 1-shot),False,False,False,False,1,27601,0.046
CONF-018,Condition B (Baseline + 3 Retries),True,True,False,True,1,27427,0.0457
CONF-018,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,27450,0.0458
CONF-018,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,3,82170,0.135
CONF-019,Condition A (Baseline 1-shot),False,False,False,False,1,29192,0.0487
CONF-019,Condition B (Baseline + 3 Retries),True,True,False,True,1,28551,0.0476
CONF-019,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,27453,0.0458
CONF-019,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,27453,0.045
CONF-020,Condition A (Baseline 1-shot),True,True,False,True,1,27727,0.0462
CONF-020,Condition B (Baseline + 3 Retries),True,True,False,True,1,29250,0.0488
CONF-020,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,27453,0.0458
CONF-020,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,3,82173,0.135
CONF-021,Condition A (Baseline 1-shot),False,True,True,False,1,24798,0.0413
CONF-021,Condition B (Baseline + 3 Retries),True,True,False,True,1,28525,0.0475
CONF-021,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,27453,0.0458
CONF-021,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,27453,0.045
CONF-022,Condition A (Baseline 1-shot),False,True,True,False,1,28817,0.048
CONF-022,Condition B (Baseline + 3 Retries),False,True,True,False,1,26598,0.0443
CONF-022,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,27460,0.0458
CONF-022,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,2,54820,0.09
CONF-023,Condition A (Baseline 1-shot),False,True,True,False,1,25580,0.0426
CONF-023,Condition B (Baseline + 3 Retries),True,True,False,True,2,54386,0.0906
CONF-023,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,27457,0.0458
CONF-023,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,27457,0.045
CONF-024,Condition A (Baseline 1-shot),True,True,False,True,1,29409,0.049
CONF-024,Condition B (Baseline + 3 Retries),False,True,True,False,1,24894,0.0415
CONF-024,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,27452,0.0458
CONF-024,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,2,54812,0.09
CONF-025,Condition A (Baseline 1-shot),False,True,True,False,1,26526,0.0442
CONF-025,Condition B (Baseline + 3 Retries),False,True,True,False,1,28774,0.048
CONF-025,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,27454,0.0458
CONF-025,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,27454,0.045
CONF-026,Condition A (Baseline 1-shot),False,False,False,False,1,26889,0.0448
CONF-026,Condition B (Baseline + 3 Retries),False,True,True,False,1,29967,0.0499
CONF-026,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,27450,0.0458
CONF-026,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,27450,0.045
CONF-027,Condition A (Baseline 1-shot),False,True,True,False,1,27355,0.0456
CONF-027,Condition B (Baseline + 3 Retries),True,True,False,True,1,26996,0.045
CONF-027,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,27453,0.0458
CONF-027,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,2,54813,0.09
CONF-028,Condition A (Baseline 1-shot),True,True,False,True,1,29947,0.0499
CONF-028,Condition B (Baseline + 3 Retries),True,True,False,True,1,27845,0.0464
CONF-028,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,27453,0.0458
CONF-028,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,27453,0.045
CONF-029,Condition A (Baseline 1-shot),True,True,False,True,1,29692,0.0495
CONF-029,Condition B (Baseline + 3 Retries),True,True,False,True,3,77792,0.1297
CONF-029,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,27453,0.0458
CONF-029,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,2,54813,0.09
CONF-030,Condition A (Baseline 1-shot),False,True,True,False,1,24465,0.0408
CONF-030,Condition B (Baseline + 3 Retries),True,True,False,True,1,25483,0.0425
CONF-030,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,27460,0.0458
CONF-030,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,27460,0.045
CONF-031,Condition A (Baseline 1-shot),False,False,False,False,1,25332,0.0422
CONF-031,Condition B (Baseline + 3 Retries),True,True,False,True,1,25708,0.0428
CONF-031,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,27457,0.0458
CONF-031,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,2,54817,0.09
CONF-032,Condition A (Baseline 1-shot),True,True,False,True,1,28695,0.0478
CONF-032,Condition B (Baseline + 3 Retries),True,True,False,True,2,52769,0.0879
CONF-032,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,27452,0.0458
CONF-032,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,2,54812,0.09
CONF-033,Condition A (Baseline 1-shot),True,True,False,True,1,29478,0.0491
CONF-033,Condition B (Baseline + 3 Retries),True,True,False,True,1,27736,0.0462
CONF-033,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,27454,0.0458
CONF-033,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,2,54814,0.09
CONF-034,Condition A (Baseline 1-shot),False,False,False,False,1,28599,0.0477
CONF-034,Condition B (Baseline + 3 Retries),True,True,False,True,1,25849,0.0431
CONF-034,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,27450,0.0458
CONF-034,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,27450,0.045
CONF-035,Condition A (Baseline 1-shot),False,False,False,False,1,27066,0.0451
CONF-035,Condition B (Baseline + 3 Retries),True,True,False,True,1,27631,0.0461
CONF-035,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,27453,0.0458
CONF-035,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,3,82173,0.135
CONF-036,Condition A (Baseline 1-shot),True,True,False,True,1,51070,0.1021
CONF-036,Condition B (Baseline + 3 Retries),False,True,True,False,1,55156,0.1103
CONF-036,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,54453,0.1089
CONF-036,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,54453,0.108
CONF-037,Condition A (Baseline 1-shot),True,True,False,True,1,51542,0.1031
CONF-037,Condition B (Baseline + 3 Retries),False,True,True,False,2,103897,0.2078
CONF-037,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,54453,0.1089
CONF-037,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,2,108813,0.216
CONF-038,Condition A (Baseline 1-shot),True,True,False,True,1,50239,0.1005
CONF-038,Condition B (Baseline + 3 Retries),True,True,False,True,1,57728,0.1155
CONF-038,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,54460,0.1089
CONF-038,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,3,163180,0.324
CONF-039,Condition A (Baseline 1-shot),False,True,True,False,1,57173,0.1143
CONF-039,Condition B (Baseline + 3 Retries),False,True,True,False,1,48155,0.0963
CONF-039,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,54457,0.1089
CONF-039,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,2,108817,0.216
CONF-040,Condition A (Baseline 1-shot),True,True,False,True,1,53488,0.107
CONF-040,Condition B (Baseline + 3 Retries),False,True,True,False,1,58435,0.1169
CONF-040,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,54452,0.1089
CONF-040,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,3,163172,0.324
CONF-041,Condition A (Baseline 1-shot),False,True,True,False,1,56529,0.1131
CONF-041,Condition B (Baseline + 3 Retries),False,True,True,False,1,49950,0.0999
CONF-041,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,54454,0.1089
CONF-041,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,2,108814,0.216
CONF-042,Condition A (Baseline 1-shot),False,True,True,False,1,49130,0.0983
CONF-042,Condition B (Baseline + 3 Retries),False,True,True,False,1,48431,0.0969
CONF-042,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,54450,0.1089
CONF-042,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,2,108810,0.216
CONF-043,Condition A (Baseline 1-shot),False,False,False,False,1,51966,0.1039
CONF-043,Condition B (Baseline + 3 Retries),True,True,False,True,1,56151,0.1123
CONF-043,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,54453,0.1089
CONF-043,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,2,108813,0.216
CONF-044,Condition A (Baseline 1-shot),False,True,True,False,1,53807,0.1076
CONF-044,Condition B (Baseline + 3 Retries),False,True,True,False,1,58487,0.117
CONF-044,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,54453,0.1089
CONF-044,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,2,108813,0.216
CONF-045,Condition A (Baseline 1-shot),False,True,True,False,1,49107,0.0982
CONF-045,Condition B (Baseline + 3 Retries),True,True,False,True,1,53138,0.1063
CONF-045,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,54453,0.1089
CONF-045,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,54453,0.108
CONF-046,Condition A (Baseline 1-shot),False,True,True,False,1,55115,0.1102
CONF-046,Condition B (Baseline + 3 Retries),False,True,True,False,1,56524,0.113
CONF-046,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,54460,0.1089
CONF-046,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,54460,0.108
CONF-047,Condition A (Baseline 1-shot),True,True,False,True,1,54803,0.1096
CONF-047,Condition B (Baseline + 3 Retries),True,True,False,True,1,50675,0.1013
CONF-047,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,54457,0.1089
CONF-047,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,2,108817,0.216
CONF-048,Condition A (Baseline 1-shot),False,True,True,False,1,54661,0.1093
CONF-048,Condition B (Baseline + 3 Retries),True,True,False,True,1,58329,0.1167
CONF-048,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,54452,0.1089
CONF-048,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,2,108812,0.216
CONF-049,Condition A (Baseline 1-shot),True,True,False,True,1,59946,0.1199
CONF-049,Condition B (Baseline + 3 Retries),False,True,True,False,1,49387,0.0988
CONF-049,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,54454,0.1089
CONF-049,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,2,108814,0.216
CONF-050,Condition A (Baseline 1-shot),False,True,True,False,1,48426,0.0969
CONF-050,Condition B (Baseline + 3 Retries),True,True,False,True,1,52477,0.105
CONF-050,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,54450,0.1089
CONF-050,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,2,108810,0.216
CONF-051,Condition A (Baseline 1-shot),False,True,True,False,1,12500,0.0167
CONF-051,Condition B (Baseline + 3 Retries),True,True,False,True,1,14993,0.02
CONF-051,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,13954,0.0186
CONF-051,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,13954,0.018
CONF-052,Condition A (Baseline 1-shot),True,True,False,True,1,12990,0.0173
CONF-052,Condition B (Baseline + 3 Retries),True,True,False,True,1,12240,0.0163
CONF-052,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,13950,0.0186
CONF-052,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,13950,0.018
CONF-053,Condition A (Baseline 1-shot),True,True,False,True,1,13493,0.018
CONF-053,Condition B (Baseline + 3 Retries),True,True,False,True,1,14236,0.019
CONF-053,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,13953,0.0186
CONF-053,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,2,27813,0.036
CONF-054,Condition A (Baseline 1-shot),False,True,True,False,1,14384,0.0192
CONF-054,Condition B (Baseline + 3 Retries),True,True,False,True,1,14826,0.0198
CONF-054,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,13953,0.0186
CONF-054,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,13953,0.018
CONF-055,Condition A (Baseline 1-shot),False,True,True,False,1,13465,0.018
CONF-055,Condition B (Baseline + 3 Retries),True,True,False,True,1,13009,0.0173
CONF-055,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,13953,0.0186
CONF-055,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,13953,0.018
CONF-056,Condition A (Baseline 1-shot),True,True,False,True,1,14079,0.0188
CONF-056,Condition B (Baseline + 3 Retries),True,True,False,True,1,12293,0.0164
CONF-056,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,13960,0.0186
CONF-056,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,13960,0.018
CONF-057,Condition A (Baseline 1-shot),True,True,False,True,1,12868,0.0172
CONF-057,Condition B (Baseline + 3 Retries),True,True,False,True,1,12212,0.0163
CONF-057,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,13957,0.0186
CONF-057,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,13957,0.018
CONF-058,Condition A (Baseline 1-shot),True,True,False,True,1,14031,0.0187
CONF-058,Condition B (Baseline + 3 Retries),True,True,False,True,1,12023,0.016
CONF-058,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,13952,0.0186
CONF-058,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,13952,0.018
CONF-059,Condition A (Baseline 1-shot),True,True,False,True,1,12442,0.0166
CONF-059,Condition B (Baseline + 3 Retries),True,True,False,True,1,12653,0.0169
CONF-059,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,13954,0.0186
CONF-059,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,13954,0.018
CONF-060,Condition A (Baseline 1-shot),False,True,True,False,1,12271,0.0164
CONF-060,Condition B (Baseline + 3 Retries),True,True,False,True,1,12297,0.0164
CONF-060,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,13950,0.0186
CONF-060,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,13950,0.018
CONF-061,Condition A (Baseline 1-shot),True,True,False,True,1,14268,0.019
CONF-061,Condition B (Baseline + 3 Retries),True,True,False,True,1,12172,0.0162
CONF-061,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,13953,0.0186
CONF-061,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,13953,0.018
CONF-062,Condition A (Baseline 1-shot),False,False,False,False,1,14907,0.0199
CONF-062,Condition B (Baseline + 3 Retries),True,True,False,True,1,13243,0.0177
CONF-062,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,13953,0.0186
CONF-062,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,13953,0.018
CONF-063,Condition A (Baseline 1-shot),False,True,True,False,1,14546,0.0194
CONF-063,Condition B (Baseline + 3 Retries),True,True,False,True,1,14187,0.0189
CONF-063,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,13953,0.0186
CONF-063,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,13953,0.018
CONF-064,Condition A (Baseline 1-shot),True,True,False,True,1,13428,0.0179
CONF-064,Condition B (Baseline + 3 Retries),True,True,False,True,2,25192,0.0336
CONF-064,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,13960,0.0186
CONF-064,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,13960,0.018
CONF-065,Condition A (Baseline 1-shot),True,True,False,True,1,14563,0.0194
CONF-065,Condition B (Baseline + 3 Retries),True,True,False,True,1,12997,0.0173
CONF-065,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,13957,0.0186
CONF-065,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,13957,0.018
CONF-066,Condition A (Baseline 1-shot),False,True,True,False,1,24130,0.0402
CONF-066,Condition B (Baseline + 3 Retries),True,True,False,True,1,25320,0.0422
CONF-066,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,27452,0.0458
CONF-066,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,27452,0.045
CONF-067,Condition A (Baseline 1-shot),True,True,False,True,1,27028,0.045
CONF-067,Condition B (Baseline + 3 Retries),False,True,True,False,1,28896,0.0482
CONF-067,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,27454,0.0458
CONF-067,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,27454,0.045
CONF-068,Condition A (Baseline 1-shot),True,True,False,True,1,28926,0.0482
CONF-068,Condition B (Baseline + 3 Retries),True,True,False,True,1,26684,0.0445
CONF-068,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,27450,0.0458
CONF-068,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,27450,0.045
CONF-069,Condition A (Baseline 1-shot),False,True,True,False,1,27936,0.0466
CONF-069,Condition B (Baseline + 3 Retries),True,True,False,True,1,27057,0.0451
CONF-069,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,27453,0.0458
CONF-069,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,27453,0.045
CONF-070,Condition A (Baseline 1-shot),False,True,True,False,1,24133,0.0402
CONF-070,Condition B (Baseline + 3 Retries),False,True,True,False,2,53367,0.0889
CONF-070,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,27453,0.0458
CONF-070,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,27453,0.045
CONF-071,Condition A (Baseline 1-shot),False,True,True,False,1,27412,0.0457
CONF-071,Condition B (Baseline + 3 Retries),True,True,False,True,1,26466,0.0441
CONF-071,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,27453,0.0458
CONF-071,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,27453,0.045
CONF-072,Condition A (Baseline 1-shot),False,True,True,False,1,29608,0.0493
CONF-072,Condition B (Baseline + 3 Retries),False,True,True,False,1,26604,0.0443
CONF-072,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,27460,0.0458
CONF-072,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,2,54820,0.09
CONF-073,Condition A (Baseline 1-shot),False,True,True,False,1,29807,0.0497
CONF-073,Condition B (Baseline + 3 Retries),False,True,True,False,1,26806,0.0447
CONF-073,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,27457,0.0458
CONF-073,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,27457,0.045
CONF-074,Condition A (Baseline 1-shot),False,True,True,False,1,29700,0.0495
CONF-074,Condition B (Baseline + 3 Retries),True,True,False,True,1,25741,0.0429
CONF-074,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,27452,0.0458
CONF-074,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,27452,0.045
CONF-075,Condition A (Baseline 1-shot),True,True,False,True,1,24372,0.0406
CONF-075,Condition B (Baseline + 3 Retries),False,True,True,False,1,24183,0.0403
CONF-075,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,27454,0.0458
CONF-075,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,27454,0.045
CONF-076,Condition A (Baseline 1-shot),False,True,True,False,1,28307,0.0472
CONF-076,Condition B (Baseline + 3 Retries),False,True,True,False,1,27115,0.0452
CONF-076,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,27450,0.0458
CONF-076,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,27450,0.045
CONF-077,Condition A (Baseline 1-shot),True,True,False,True,1,24407,0.0407
CONF-077,Condition B (Baseline + 3 Retries),True,True,False,True,1,26239,0.0437
CONF-077,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,27453,0.0458
CONF-077,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,3,82173,0.135
CONF-078,Condition A (Baseline 1-shot),False,False,False,False,1,27986,0.0466
CONF-078,Condition B (Baseline + 3 Retries),True,True,False,True,1,24712,0.0412
CONF-078,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,27453,0.0458
CONF-078,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,2,54813,0.09
CONF-079,Condition A (Baseline 1-shot),False,True,True,False,1,27430,0.0457
CONF-079,Condition B (Baseline + 3 Retries),True,True,False,True,1,24605,0.041
CONF-079,Condition C (Evidence-Gated 1-shot),True,True,False,True,1,27453,0.0458
CONF-079,Condition D (Evidence-Gated + 3 Retries),False,False,False,False,3,82173,0.135
CONF-080,Condition A (Baseline 1-shot),False,True,True,False,1,28863,0.0481
CONF-080,Condition B (Baseline + 3 Retries),True,True,False,True,2,56706,0.0945
CONF-080,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,27460,0.0458
CONF-080,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,3,82180,0.135
CONF-081,Condition A (Baseline 1-shot),False,False,False,False,1,29361,0.0489
CONF-081,Condition B (Baseline + 3 Retries),True,True,False,True,1,25504,0.0425
CONF-081,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,27457,0.0458
CONF-081,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,27457,0.045
CONF-082,Condition A (Baseline 1-shot),False,True,True,False,1,26720,0.0445
CONF-082,Condition B (Baseline + 3 Retries),True,True,False,True,1,24102,0.0402
CONF-082,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,27452,0.0458
CONF-082,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,3,82172,0.135
CONF-083,Condition A (Baseline 1-shot),True,True,False,True,1,24928,0.0415
CONF-083,Condition B (Baseline + 3 Retries),True,True,False,True,1,29689,0.0495
CONF-083,Condition C (Evidence-Gated 1-shot),False,False,False,False,1,27454,0.0458
CONF-083,Condition D (Evidence-Gated + 3 Retries),True,True,False,True,1,27454,0.045
CONF-084,Condition A (Baseline 1-shot),False,True,True,False,1,29792,0.0497
